"","group","group_name","seqnames","start","end","strand","name","idx","Log2FC","FDR","MeanDiff"
"12478",1,"C1","27",3212209,3210928,2,"NA_ENSGALG00000053628",75,1.69338897950696,0.00154842694946687,0.111773136524608
"12141",1,"C1","26",981812,978298,2,"MYOG",51,1.13489519036932,0.00155800004844376,0.0772049409956437
"11796",1,"C1","25",1306226,1303643,2,"NA_ENSGALG00000049003",64,1.88055374214364,0.00158292361974535,0.0877657181860157
"15735",1,"C1","33",639649,498291,2,"NA_ENSGALG00000054611",19,1.90412673691772,0.00162675006253726,0.0466414011400604
"4539",1,"C1","12",2745465,2759510,1,"NA_ENSGALG00000047089",100,1.30919661041031,0.00163971628140026,0.144934053491816
"10150",1,"C1","2",149268642,149251093,2,"NA_ENSGALG00000049289",2285,1.24832084831146,0.00164962582916854,0.0429000546702297
"15716",1,"C1","32",723648,721205,2,"NA_ENSGALG00000050656",77,1.27289722438546,0.0017869507873677,0.104300019998854
"3897",1,"C1","10",20430583,20429099,2,"MESP1",558,1.18555049373727,0.00190048953323624,0.215353553266804
"13063",1,"C1","28",3544871,3540874,2,"NA_ENSGALG00000037011",242,1.00604323372299,0.00193125217584444,0.155848769011152
"15837",1,"C1","33",3109275,3099333,2,"NA_ENSGALG00000049227",121,2.56730310308927,0.00195138275246791,0.0120170836476971
"19622",1,"C1","6",9959631,9958422,2,"RSFR",173,3.86362426727316,0.00195227359348357,0.164302386043057
"15750",1,"C1","33",1096717,1097682,1,"LOC107049212",34,3.11772078598469,0.00195766615444313,0.0486658619680902
"13166",1,"C1","28",5098488,5107571,1,"NA_ENSGALG00000053954",345,3.26164454127099,0.00196463936165581,0.0399365960224588
"23502",1,"C1","Z",56243154,56150977,2,"NA_ENSGALG00000052398",837,1.12808725628895,0.00197592994450857,0.0728706832052821
"15583",1,"C1","31",4960499,4945555,2,"NA_ENSGALG00000046331",282,2.19046056224754,0.00200119906290267,0.0220999763719554
"15336",1,"C1","31",964534,966826,1,"NA_ENSGALG00000054325",35,2.28663256985389,0.00201375660795478,0.0452536622793269
"3300",1,"C1","1",197157405,197175419,1,"RRM1",3300,1.01627985355589,0.00202172783390524,0.20463409884251
"16019",1,"C1","33",6380329,6366092,2,"NA_ENSGALG00000046210",303,1.05179297076448,0.00203439036641332,0.0844926312625447
"15497",1,"C1","31",3045646,3046683,1,"NA_ENSGALG00000049046",196,1.34214388160621,0.00205300033805357,0.0233512101701983
"12466",1,"C1","27",2998496,2998801,1,"FK21",63,2.48023053721932,0.00207775246284201,0.18504888393327
"11221",1,"C1","23",1063330,1068649,1,"EDN2",49,1.03740175038574,0.00208714008510068,0.206631686695232
"16049",1,"C1","33",6682831,6687023,1,"NA_ENSGALG00000053825",333,2.09073626243461,0.00209450217545281,0.0681268125707339
"3909",1,"C1","10",20508515,20509940,1,"PRC1",570,1.17537616415135,0.00210579230040278,0.410151094575906
"11853",1,"C1","25",2196277,2200181,1,"NA_ENSGALG00000051189",121,2.46516820038434,0.00210579230040278,0.0777438999280911
"15999",1,"C1","33",6232509,6234653,1,"NA_ENSGALG00000036042",283,1.70833938942959,0.00214476262987716,0.100199997082499
"15660",1,"C1","32",174553,178234,1,"NA_ENSGALG00000053838",21,2.19840871739201,0.00216376840688041,0.0664975544358288
"16056",1,"C1","33",6775152,6777450,1,"NA_ENSGALG00000054166",340,1.32031245728029,0.00217932207879998,0.113575537326277
"43",1,"C1","1",833772,831763,2,"NA_ENSGALG00000048328",43,2.48040237318785,0.00218890024230334,0.0689537073181627
"10757",1,"C1","21",2550327,2557418,1,"TNFRSF4",118,1.3437514313886,0.00220180343763954,0.0638463463694877
"7462",1,"C1","19",178254,179368,1,"NA_ENSGALG00000047563",13,1.19385713699303,0.00225701631096472,0.0853828793791506
"11819",1,"C1","25",1733886,1602153,2,"NA_ENSGALG00000048452",87,1.7323983613698,0.00226258817305966,0.0148829037616264
"15834",1,"C1","33",2975032,2972463,2,"NA_ENSGALG00000053649",118,1.85319979132067,0.00228673318598996,0.0336121840455182
"11489",1,"C1","23",6101481,6097294,2,"GLMP",317,1.33993527066819,0.00229773783133032,0.0587049081822511
"7997",1,"C1","2",4084116,4084257,1,"LOC112531990",132,1.00641328028984,0.00234915132022515,0.492458868229035
"3913",1,"C1","10",20539528,20534450,2,"FES",574,1.22005874237497,0.00243144970411446,0.274924336687902
"3439",1,"C1","10",2838234,2838125,2,"MIR6625",100,1.05740209751882,0.00244343038467204,0.485492369098328
"3304",1,"C1","1",197223093,197227447,1,"NA_ENSGALG00000044591",3304,1.58865515572879,0.0024634383401778,0.0725951296203296
"15933",1,"C1","33",5369524,5356373,2,"KRT71",217,1.5631405002765,0.00254846783338158,0.039804915960251
"12711",1,"C1","27",7056891,7055145,2,"MIEN1",308,1.05964901298068,0.00257164690855297,0.21256839982201
"10151",1,"C1","2",149260959,149267661,1,"CCDC166",2286,1.40476730904221,0.00262590579054845,0.0459561578168744
"11795",1,"C1","25",1265439,1266269,1,"NA_ENSGALG00000050295",63,2.9895101798488,0.00264917227114809,0.0225024058440368
"11078",1,"C1","22",3594012,3586133,2,"LOC112530163",134,1.90372317649376,0.00265545522220007,0.0357902330597567
"12514",1,"C1","27",3444203,3455470,1,"GTSF1",111,1.44017520141366,0.00266281603627327,0.0864877109771847
"5694",1,"C1","14",6665789,6660806,2,"NTHL1",230,1.03154148150558,0.00266523270714094,0.205382909933606
"22252",1,"C1","9",15842611,15837337,2,"CYP2AB2",442,1.37396242425888,0.00270859574783749,0.0492414323884808
"11488",1,"C1","23",6094430,6096856,1,"TMEM79",316,1.30978691877948,0.0027177179162481,0.0867877809835216
"15495",1,"C1","31",3030397,3020304,2,"NA_ENSGALG00000049114",194,1.42525855114558,0.00272149699802398,0.0297780378187748
"11803",1,"C1","25",1413813,1421352,1,"NA_ENSGALG00000050728",71,1.37644857225479,0.00277813371652794,0.110856143600314
"11736",1,"C1","25",32660,30373,2,"NA_ENSGALG00000051056",4,1.82569069051057,0.00279784885535431,0.0705024738729006
"3310",1,"C1","1",197277208,197275578,2,"HBE",3310,1.4772441015765,0.00280766507933089,0.0637903140468525
"6635",1,"C1","16",2777419,2782485,1,"NA_ENSGALG00000052838",140,2.75813247312912,0.00286093583994717,0.0822878378684573
"10994",1,"C1","22",1393363,1387717,2,"NA_ENSGALG00000036854",50,1.07044529701636,0.00289460308064041,0.117397529587062
"15792",1,"C1","33",1902503,1903543,1,"NA_ENSGALG00000048673",76,3.17987607544051,0.00296470538381181,0.0656390280660183
"12607",1,"C1","27",5510067,5513082,1,"NA_ENSGALG00000052674",204,1.0904741915903,0.00301432501055211,0.172790499221422
"12323",1,"C1","26",3966988,3974554,1,"TSHB",233,1.65875450044762,0.003086636512239,0.0468585198778206
"15538",1,"C1","31",3841638,3842888,1,"LOC112531109",237,2.53953088587578,0.00313606691654689,0.0117414615903572
"15539",1,"C1","31",3961927,3961269,2,"NA_ENSGALG00000049047",238,2.60240937463689,0.00313606691654689,0.0123731707876514
"15763",1,"C1","33",1308171,1309106,1,"OR14J1L42",47,3.13881402756853,0.00313606691654689,0.0190438958671994
"15817",1,"C1","33",2570662,2570270,2,"NA_ENSGALG00000047840",101,3.78993697086094,0.00313606691654689,0.0312975399736192
"15818",1,"C1","33",2613786,2630989,1,"NA_ENSGALG00000053944",102,3.4360292678024,0.00313606691654689,0.0239585497837715
"15459",1,"C1","31",2451003,2452980,1,"NA_ENSGALG00000049038",158,2.57488171396868,0.0031456062732681,0.0934806077751447
"18084",1,"C1","5",498546,497608,2,"OLFR4",56,3.16545568671061,0.00314770806866778,0.0586439366935176
"12433",1,"C1","27",2453352,2432266,2,"NA_ENSGALG00000044547",30,1.07750051151002,0.00317157401740536,0.0365341236471032
"6268",1,"C1","15",7979264,7982270,1,"HSCB",264,1.06829135713922,0.00318765679298631,0.240312034066565
"12530",1,"C1","27",3702163,3697600,2,"GFAP",127,1.31521147792922,0.00323629048877879,0.0972243863062946
"3487",1,"C1","10",3950138,3943582,2,"FBXO22",148,1.08134185014655,0.00328196985061496,0.224204964861681
"15301",1,"C1","30",1805564,1803240,2,"NA_ENSGALG00000052303",133,1.62074570359988,0.00329633989900084,0.031039034634059
"15479",1,"C1","31",2842890,2841961,2,"LOC100857570",178,1.81620885572873,0.00333249043111048,0.0311072926502742
"16055",1,"C1","33",6769979,6768183,2,"NA_ENSGALG00000051429",339,1.09480230258389,0.00337847937027471,0.0876340480927183
"13218",1,"C1","3",2931759,2928782,2,"NA_ENSGALG00000050343",51,1.13370706638598,0.00341113592769073,0.223368354333833
"6515",1,"C1","16",1110047,973283,2,"NA_ENSGALG00000050447",20,1.93514124636889,0.00342478710960237,0.0201341586350642
"6406",1,"C1","15",10206633,10195220,2,"NA_ENSGALG00000046479",402,1.09378501493998,0.00342741064710005,0.142461059189482
"15733",1,"C1","33",522074,488993,2,"LOC112530809",17,1.59790064623673,0.00344610662244345,0.019024388870361
"12388",1,"C1","26",5278275,5282793,1,"NA_ENSGALG00000050114",298,1.68299718237266,0.00345852420628013,0.0410048958955886
"96",1,"C1","1",1600797,1604593,1,"CPA1",96,1.98756971028739,0.0035439074950787,0.0811584984831503
"10960",1,"C1","22",140199,136626,2,"NA_ENSGALG00000035976",16,1.71016076619244,0.00359717518755655,0.0479829445792457
"11753",1,"C1","25",232015,232266,1,"MLLT11",21,1.06055723847844,0.00367990673663099,0.404182786041671
"5178",1,"C1","13",10208358,10202996,2,"NA_ENSGALG00000053715",233,1.18266762161602,0.00368059603924443,0.126578030195265
"6743",1,"C1","17",2955639,2954404,2,"NA_ENSGALG00000049374",103,2.40959567734594,0.00375830102809732,0.245119061423725
"6026",1,"C1","15",417626,409259,2,"SERPIND1",22,1.79539276867077,0.00381073666909606,0.121077869926317
"6521",1,"C1","16",1153331,1321378,1,"NA_ENSGALG00000048816",26,2.11726298360617,0.00393736103871898,0.0343560701509565
"12289",1,"C1","26",3285259,3291572,1,"DDX20",199,1.02327797230751,0.00403998521842937,0.16566593603235
"15496",1,"C1","31",3024382,3025744,1,"NA_ENSGALG00000050737",195,1.38638510683477,0.00412691415315597,0.0291073033238875
"12435",1,"C1","27",2546398,2546507,1,"MIR6644-2",32,2.24963434303125,0.00417444001476573,0.11305353304243
"10967",1,"C1","22",400636,396078,2,"LOC101751070",23,1.54008408437782,0.00420689970272191,0.0523195639086647
"6520",1,"C1","16",1109836,1111994,1,"NA_ENSGALG00000054241",25,3.68445190333807,0.00421060597773364,0.0397634189578699
"12440",1,"C1","27",2609038,2609147,1,"NA_ENSGALG00000050559",37,1.61842164552131,0.00425144428097998,0.15882922683456
"21060",1,"C1","7",36732909,36737135,1,"NA_ENSGALG00000050536",756,2.64427949860221,0.00433736411136666,0.0748194911349931
"12432",1,"C1","27",2409904,2412084,1,"NA_ENSGALG00000048697",29,1.67846999749392,0.0043856812487937,0.0810462743126256
"5642",1,"C1","14",5476096,5480584,1,"MIEF2",178,1.2307366380538,0.00440579573626984,0.249965684538459
"15813",1,"C1","33",2501725,2533972,1,"NA_ENSGALG00000054884",97,1.64679910303035,0.00441085351001507,0.0113951010969276
"12449",1,"C1","27",2711982,2710417,2,"LOC769422",46,1.3099458714882,0.00441346481744914,0.0715487221269701
"12443",1,"C1","27",2642060,2642347,1,"NA_ENSGALG00000052680",40,1.04918009290576,0.00441729988265214,0.156595061511136
"19285",1,"C1","5",53982225,53980516,2,"NA_ENSGALG00000049520",1257,1.53776828000577,0.00442735693190522,0.0835706967124764
"15293",1,"C1","30",1499617,1492076,2,"NA_ENSGALG00000049292",125,1.41146465845529,0.00453393390596604,0.0427731177285529
"15584",1,"C1","31",4982539,5030386,1,"NA_ENSGALG00000052057",283,2.64761207819088,0.00475758054903515,0.018521944037225
"15804",1,"C1","33",2237606,2238571,1,"LOC112530851",88,1.67693588134448,0.00476147959805547,0.0340609874994352
"11990",1,"C1","25",3251662,3252551,1,"LOC107055129",258,2.54861714228386,0.00479162670860918,0.0985171872828546
"12444",1,"C1","27",2656317,2656622,1,"LOC107055227",41,1.05069831856125,0.00480046661017419,0.174895007606166
"15749",1,"C1","33",1028222,1029187,1,"LOC112530823",33,3.09461481618002,0.00483407624259456,0.0285317181295388
"11797",1,"C1","25",1316098,1308024,2,"NA_ENSGALG00000053647",65,1.94705186791151,0.00485167930233046,0.0652877381217384
"15820",1,"C1","33",2663525,2662935,2,"LOC107056266",104,3.47270914975734,0.00490261232775975,0.0530463189134977
"23830",1,"C1","Z",77351578,77158999,2,"NA_ENSGALG00000053248",1165,2.00416610785765,0.00490261232775975,0.0120609696508055
"11880",1,"C1","25",2303369,2303920,1,"NA_ENSGALG00000051035",148,1.58469670652378,0.00491460628618011,0.0624461907848819
"17874",1,"C1","4",85883749,85878480,2,"LOC112532337",1704,2.49717621001986,0.00491864222048535,0.0226170808535202
"1360",1,"C1","1",75012619,75013783,1,"NA_ENSGALG00000047524",1360,3.12072589630239,0.00495096961197207,0.039824364227729
"15462",1,"C1","31",2557318,2520904,2,"NA_ENSGALG00000036191",161,2.49420221132484,0.00500767785844148,0.0275902375450349
"12887",1,"C1","28",1303396,1291895,2,"MYO5B",66,1.0332462644804,0.00502414391788748,0.107416912025933
"1398",1,"C1","1",75952140,75950425,2,"NA_ENSGALG00000048015",1398,3.44572523816551,0.00503445053643135,0.0241365583759841
"10147",1,"C1","2",149023624,149023920,1,"LOC100857382",2282,3.95289530604935,0.00503445053643135,0.0353317770597442
"12436",1,"C1","27",2554643,2554752,1,"MIR6644-1",33,4.91461309928418,0.00503445053643135,0.0711244280719149
"15370",1,"C1","31",1992887,1986581,2,"NA_ENSGALG00000053042",69,2.42974889053665,0.00503445053643135,0.0107024302773828
"15762",1,"C1","33",1277666,1276710,2,"OR14J1L38",46,3.9090055984863,0.00503445053643135,0.034200015246234
"15780",1,"C1","33",1633364,1634347,1,"OR14J1L90",64,4.24511651764274,0.00503445053643135,0.0438122336582173
"1520",1,"C1","1",79201672,79239331,1,"NA_ENSGALG00000052309",1520,2.43445787645913,0.00504578380604601,0.0179878042506504
"12562",1,"C1","27",4093739,4100886,1,"PRR29",159,1.33571155505638,0.00506934046425672,0.0940902169777211
"17963",1,"C1","4",90136919,90138551,1,"NA_ENSGALG00000054406",1793,1.16458784036594,0.00521925142222526,0.152082904169766
"15484",1,"C1","31",2899978,2941402,1,"NA_ENSGALG00000047865",183,1.16378267618685,0.00522378106922215,0.012104887101328
"15486",1,"C1","31",2904074,2939845,1,"NA_ENSGALG00000047649",185,1.12323128714223,0.00522378106922215,0.010297569463993
"15489",1,"C1","31",2938726,2929059,2,"NA_ENSGALG00000047611",188,1.16020532996848,0.00522378106922215,0.0149512318452606
"15490",1,"C1","31",2935101,2943591,1,"NA_ENSGALG00000047723",189,1.21110356775699,0.00522378106922215,0.0222805065975247
"15718",1,"C1","33",172313,259706,1,"NA_ENSGALG00000047992",2,1.75688833078888,0.0052310914904522,0.0148585248913069
"3312",1,"C1","1",197281946,197279998,2,"HBBA",3312,1.42062671359977,0.00523630376041328,0.0529732572422778
"4976",1,"C1","13",1209654,1234793,1,"NA_ENSGALG00000052053",31,1.40745221438758,0.00535522486742735,0.00653414750661908
"11985",1,"C1","25",3206133,3207238,1,"EDMTFH",253,1.27838708365517,0.00540034178902716,0.0365633630331526
"5641",1,"C1","14",5475958,5467856,2,"FLII",177,1.21800374179146,0.0055051485659154,0.214580283812872
"22649",1,"C1","W",5605288,5604194,2,"NA_ENSGALG00000053189",108,1.90794671343582,0.00561615466619727,0.0538463746314704
"19690",1,"C1","6",11801208,11805457,1,"NA_ENSGALG00000040195",241,1.12134210205401,0.00579385049888018,0.0324292703813346
"22288",1,"C1","9",16303131,16310398,1,"FETUB",478,1.18804036036466,0.00588647725083281,0.0980462897650763
"7864",1,"C1","19",10159235,10144400,2,"NA_ENSGALG00000051339",415,2.20520177207623,0.00589817446133104,0.0346341623655271
"11820",1,"C1","25",1784776,1638178,2,"NA_ENSGALG00000048441",88,1.43845309233626,0.00596215828589581,0.0405341423316288
"12465",1,"C1","27",2993158,2993463,1,"LOC427060",62,2.36493875545691,0.00627339431642972,0.16609276480203
"12474",1,"C1","27",3182744,3183049,1,"LOC770639",71,3.60207525929635,0.00671804198151084,0.0354951529733357
"11872",1,"C1","25",2253321,2251824,2,"LOC396479",140,1.58008425259973,0.00686251077443607,0.0536975283959646
"4970",1,"C1","13",985344,983713,2,"NA_ENSGALG00000047118",25,1.45793618471159,0.00690495589313548,0.080880371097209
"15775",1,"C1","33",1519211,1520170,1,"NA_ENSGALG00000051666",59,1.82288892692507,0.00691773152485723,0.0447658504002163
"15482",1,"C1","31",2929949,2887063,2,"NA_ENSGALG00000048888",181,1.82707255901186,0.00696847099683062,0.00812926551762121
"6407",1,"C1","15",10204891,10206072,1,"GPR25",403,1.43552822549495,0.00698159067109528,0.230802413383356
"6000",1,"C1","14",16104679,16100722,2,"NA_ENSGALG00000050368",536,1.98195517795584,0.00704804169004591,0.0143268274542339
"19468",1,"C1","6",1062263,1047650,2,"NA_ENSGALG00000053203",19,1.804653202205,0.00712127021256998,0.0106853667385956
"10811",1,"C1","21",4174743,4179124,1,"ANGPTL7",172,1.60599110952397,0.00749729082595814,0.0718706826155753
"11871",1,"C1","25",2249761,2250249,1,"NA_ENSGALG00000031300",139,2.98842803119493,0.00756828525304696,0.0916243099267929
"15819",1,"C1","33",2637437,2636847,2,"NA_ENSGALG00000054843",103,3.21949482319318,0.00763544320389751,0.0353877943014894
"10134",1,"C1","2",148938247,148938543,1,"LOC100857382",2269,3.27709731644647,0.00770651355137658,0.062448733697208
"11173",1,"C1","23",7171,11485,1,"NA_ENSGALG00000051151",1,3.08925777631541,0.00770651355137658,0.0363439000828966
"15793",1,"C1","33",1970239,1974748,1,"NA_ENSGALG00000052602",77,1.89810084499892,0.00770651355137658,0.0344561473979639
"15714",1,"C1","32",710573,712934,1,"NA_ENSGALG00000048951",75,1.1795673986682,0.00773067940900368,0.0407389999714553
"11851",1,"C1","25",2189327,2189674,1,"LOC431323",119,3.01564822204752,0.00773262659449156,0.0741049252156044
"15986",1,"C1","33",6028461,6029750,1,"NA_ENSGALG00000050010",270,1.5335505415368,0.0077338870374417,0.121241428649
"4964",1,"C1","13",899460,887080,2,"NA_ENSGALG00000050281",19,2.50931744284587,0.00776004264790514,0.018487830737706
"23877",1,"C1","Z",80958522,81024852,1,"NA_ENSGALG00000048041",1212,2.07797607694427,0.00776004264790514,0.0116390287010339
"1399",1,"C1","1",75997392,75996272,2,"NA_ENSGALG00000047135",1399,2.27744648104451,0.00790163010376659,0.0215780297436469
"3931",1,"C1","11",56216,45851,2,"NA_ENSGALG00000051766",2,1.05807114371003,0.00802066161352512,0.0436342180304651
"15589",1,"C1","31",5208704,5213525,1,"NA_ENSGALG00000043735",288,2.23933696024142,0.00809358164485842,0.0231024297880165
"6968",1,"C1","17",8724159,8725417,1,"NA_ENSGALG00000048016",328,1.1587957520555,0.00812964062768503,0.116524225181308
"1396",1,"C1","1",75950243,75943707,2,"NA_ENSGALG00000053848",1396,2.57094726436147,0.00813341896334483,0.0120536450673825
"1397",1,"C1","1",75951137,75949919,2,"NA_ENSGALG00000050774",1397,3.46074108536776,0.00813341896334483,0.024414606627694
"15389",1,"C1","31",2370755,2371057,1,"NA_ENSGALG00000050397",88,4.39889871401517,0.00813341896334483,0.0490146749047247
"15219",1,"C1","30",610741,609009,2,"NA_ENSGALG00000050375",51,2.36482782905241,0.0084626383298207,0.0604414009866804
"7040",1,"C1","18",43337,45028,1,"NA_ENSGALG00000024335",3,1.83134729503322,0.00846791970514767,0.070919517929323
"16172",1,"C1","4",16069,17617,1,"NA_ENSGALG00000051955",2,2.45252858838691,0.00865661894878861,0.0947342223182081
"16171",1,"C1","4",16360,9862,2,"NA_ENSGALG00000046912",1,2.19784258786691,0.00883772683558247,0.0607146813746267
"10868",1,"C1","21",4953458,4950790,2,"NA_ENSGALG00000051734",229,1.69874815503461,0.00910180615373841,0.0884780806052577
"23097",1,"C1","Z",24957190,24929540,2,"NA_ENSGALG00000044064",432,1.0900292234988,0.00912809141103112,0.0593024267016888
"5032",1,"C1","13",2533383,2541409,1,"LOC100857975",87,2.23586649395962,0.00950417061734796,0.0360999914871941
"12378",1,"C1","26",5085044,5083108,2,"NA_ENSGALG00000003519",288,1.73074627683725,0.00976770340918636,0.0811535403798979
"11798",1,"C1","25",1323218,1315795,2,"NA_ENSGALG00000048158",66,2.00241652535164,0.00985878719850008,0.0229756176158479
"4456",1,"C1","12",503969,498228,2,"NA_ENSGALG00000044942",17,1.96184643614651,0.00988412760120889,0.0356512136977175
"18676",2,"C2","5",24496465,24498510,1,"NA_ENSGALG00000048195",648,1.66664463101192,1.22262561342348e-32,0.633192266500305
"9883",2,"C2","2",128709735,128707438,2,"NA_ENSGALG00000051109",2018,1.08511993551464,4.22265978507354e-29,0.821432746117314
"10763",2,"C2","21",2603478,2603394,2,"MIR200B",124,1.44886262442075,1.88283137765985e-23,0.701293009218725
"12615",2,"C2","27",5625191,5622478,2,"DLX4",212,1.02942642663484,1.88283137765985e-23,0.576519948289802
"13456",2,"C2","3",15194514,15176813,2,"NA_ENSGALG00000050683",289,1.38888814349793,3.83289218828998e-23,0.256394552168301
"7507",2,"C2","19",859638,866958,1,"CLDN9",58,1.12798010926249,1.2057505648468e-20,0.476216377996867
"15935",2,"C2","33",5393861,5388108,2,"KRT8",219,1.34815725055121,1.22599423391573e-20,0.150437238459688
"7506",2,"C2","19",857200,855485,2,"CLDN3",57,1.15336009989899,1.06158130938752e-18,0.652930793608363
"22226",2,"C2","9",15405378,15415404,1,"NA_ENSGALG00000048588",416,1.20935043613213,1.26031042174957e-18,0.331728595414468
"21332",2,"C2","8",9152492,9152713,1,"NA_ENSGALG00000047348",272,1.31735288833838,1.88701803129623e-17,0.581505495465749
"11857",2,"C2","25",2218816,2219564,1,"LOC100859616",125,1.95571837539499,2.42401083206994e-17,0.242892633870051
"20124",2,"C2","6",28482182,28494460,1,"PLEKHS1",675,1.68007076862012,2.94806238826058e-17,0.242680026411999
"15059",2,"C2","3",106341459,106341496,1,"NA_ENSGALG00000047707",1892,1.15047624083258,6.18700103271995e-17,0.988076398933349
"11858",2,"C2","25",2218104,2217276,2,"LOC100859586",126,1.87818676048226,6.38332126703686e-17,0.230742842002188
"10881",2,"C2","21",5294686,5288178,2,"AADACL4B",242,1.59541976712628,1.19732207127671e-16,0.194827764984214
"11855",2,"C2","25",2215495,2215860,1,"LOC431316",123,1.76899867450577,3.24917978098891e-16,0.364682116916559
"15924",2,"C2","33",5202555,5188564,2,"KRT80",208,1.16752564878581,5.34133585044254e-16,0.24304860685076
"10646",2,"C2","21",188276,178543,2,"PADI1",7,1.42958770695372,5.83018971166306e-16,0.1656841012273
"18677",2,"C2","5",24512475,24508497,2,"RHOV",649,1.08398633342087,1.02782020787432e-15,0.336738784665715
"10764",2,"C2","21",2641819,2641928,1,"MIR6680",125,1.05751727325303,1.0509259589627e-15,0.551764788201994
"4196",2,"C2","11",10006974,10000755,2,"NA_ENSGALG00000047293",267,1.30281525083927,1.79055336260366e-15,0.328309403837784
"5527",2,"C2","14",2255920,2247516,2,"NA_ENSGALG00000052890",63,1.05053806298071,5.80227959815422e-15,0.251584831646296
"11856",2,"C2","25",2214376,2213791,2,"LOC431317",124,1.98665856954361,6.45991841419066e-15,0.293396717244991
"13131",2,"C2","28",4377123,4384026,1,"NA_ENSGALG00000052626",310,1.18427980290625,3.08652749179741e-14,0.280769040165004
"5687",2,"C2","14",6557431,6553214,2,"NOXO1",223,1.53689141397386,3.36916327649158e-14,0.32339451678081
"18500",2,"C2","5",17153019,17154880,1,"NA_ENSGALG00000048710",472,1.22177789845489,2.64032707098047e-13,0.152178074386025
"15925",2,"C2","33",5216371,5226040,1,"KRT7",209,1.18587994665181,2.75551108731855e-13,0.178864272106933
"12239",2,"C2","26",2343007,2324250,2,"SLC26A9",149,1.18475230438334,3.81491177211165e-13,0.264453278847444
"7176",2,"C2","18",4801335,4786057,2,"SMIM5",139,1.05593796855461,7.08928761271438e-13,0.228129360726959
"21724",2,"C2","8",27022914,27019347,2,"NA_ENSGALG00000050045",664,1.32023834450427,1.50233914451363e-12,0.138321824538775
"21723",2,"C2","8",27016860,27024977,1,"NA_ENSGALG00000054726",663,1.41883146786699,1.63426043245966e-12,0.124937228351071
"1495",2,"C2","1",78552909,78576195,1,"KEL",1495,1.21338198206634,1.63926397603127e-12,0.0822651701676527
"8369",2,"C2","2",28566950,28562930,2,"AGR2",504,1.15424367338846,2.21955442076995e-12,0.208756989595988
"10753",2,"C2","21",2498816,2510224,1,"NA_ENSGALG00000054292",114,1.06897061686174,2.36003131885279e-12,0.202655809833732
"21115",2,"C2","8",2151485,2137479,2,"NA_ENSGALG00000048748",55,1.15208349744967,2.99180995290875e-12,0.233675951053225
"5657",2,"C2","14",5975391,5969275,2,"NA_ENSGALG00000047123",193,1.14529247538082,2.03092826974853e-11,0.171465602711525
"15824",2,"C2","33",2766360,2767466,1,"NA_ENSGALG00000033752",108,1.14176021128806,2.74684385888055e-11,0.28037220482407
"1609",2,"C2","1",83813150,83805906,2,"ZDHHC23",1609,1.23746437517868,2.88997399437451e-11,0.200927048944239
"8370",2,"C2","2",28587291,28590156,1,"NA_ENSGALG00000048032",505,1.10324132583994,9.0081726080464e-11,0.187418868122864
"11854",2,"C2","25",2204871,2206601,1,"LOC431320",122,1.10024194594661,9.19036173730893e-11,0.147489778007362
"12272",2,"C2","26",3076425,3076520,1,"MIR205",182,1.33666521605612,1.19520185079345e-10,0.43693098699884
"6777",2,"C2","17",5062654,5062756,1,"MIR6696",137,1.21937521685464,1.43598328304477e-10,0.290386530791939
"7457",2,"C2","19",70995,56925,2,"MYH7",8,1.28823389017556,1.98787596042016e-10,0.0537004072726128
"1589",2,"C2","1",81573670,81562063,2,"UPK1B",1589,1.13510871218075,2.85100517884757e-10,0.215200329687802
"22500",2,"C2","9",24039075,24062914,1,"CP",690,1.05071812179387,6.82233219562462e-10,0.149586880519692
"314",2,"C2","1",19026292,19026202,2,"NA_ENSGALG00000052308",314,1.04876481913929,1.03578215346336e-09,0.294949151410805
"15934",2,"C2","33",5379290,5374907,2,"LOC112529929",218,1.3118112653136,1.87518949138021e-09,0.0975019219228072
"10893",2,"C2","21",5578172,5580814,1,"NPPA",254,1.32322356743186,5.01646235588018e-09,0.138048512427663
"1753",2,"C2","1",91160961,91145013,2,"STX19",1753,1.10943881799371,6.44013974829007e-09,0.128469649770373
"13225",2,"C2","3",3070900,3067991,2,"MALL",58,1.06790355389766,7.35618762516113e-09,0.220060443062604
"15826",2,"C2","33",2768794,2768433,2,"NA_ENSGALG00000051131",110,1.01838337342254,1.94120050144626e-08,0.435175760649373
"20254",2,"C2","6",33502673,33491715,2,"NA_ENSGALG00000038480",805,1.17488486985914,4.98055001008074e-08,0.0987994880255473
"21251",2,"C2","8",6331119,6328152,2,"NA_ENSGALG00000047961",191,1.04402324647774,5.29987785788741e-08,0.255139459446645
"5251",2,"C2","13",12067941,12058552,2,"NIPAL4",306,1.06544512978848,5.63261280690995e-08,0.124459404420852
"22499",2,"C2","9",24036053,24042090,1,"TM4SF18",689,1.0607492215796,7.75999898240187e-08,0.101364300840609
"13986",2,"C2","3",40880597,40883231,1,"NA_ENSGALG00000052738",819,1.27615531696187,1.43607466826772e-07,0.185265038808865
"11450",2,"C2","23",5618565,5618437,2,"LOC112530233",278,1.08747954654033,2.11023124176701e-07,0.297017974145137
"15825",2,"C2","33",2767601,2766588,2,"NA_ENSGALG00000044506",109,1.1758014815398,2.6951321504165e-07,0.273704231000567
"8487",2,"C2","2",34279641,34282103,1,"NA_ENSGALG00000050604",622,1.01924695019925,3.58545334304444e-07,0.261096989039355
